Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,country_physicians_proportion
Madagascar,2006,MDG,6.940003,10.6,30.29,2.56,26.29,30.26,43.45,1557.967,19350302,40.45,1.8815426,77.46,29.27,high-risk from unsafe water,Middle Income,0.07646681690032538,55.17560397765369,0.017050000000000003
Madagascar,2007,MDG,7.1075277,11.36,30.41,2.58,26.79,28.86,44.35,1599.4363,19924960,40.6,1.8831644,77.99,29.9,high-risk from unsafe water,Middle Income,0.07372541776746352,54.28106254667513,0.01813
Madagascar,2007,MDG,7.1075277,11.36,30.41,2.58,26.79,28.86,44.35,1599.4363,19924960,40.6,1.8831644,77.99,29.9,high-risk from unsafe water,Middle Income,0.07372541776746352,54.28106254667513,0.01813
Madagascar,2007,MDG,7.1075277,11.36,30.41,2.58,26.79,28.86,44.35,1599.4363,19924960,40.6,1.8831644,77.99,29.9,high-risk from unsafe water,Middle Income,0.07372541776746352,54.28106254667513,0.01813
Madagascar,2008,MDG,7.301356,12.14,30.51,2.59,27.28,27.48,45.25,1657.8236,20513594,40.75,1.3941419,78.53,30.52,high-risk from unsafe water,Middle Income,0.0716177769726748,53.37470362336312,0.018600000000000002
Madagascar,2008,MDG,7.301356,12.14,30.51,2.59,27.28,27.48,45.25,1657.8236,20513594,40.75,1.3941419,78.53,30.52,high-risk from unsafe water,Middle Income,0.0716177769726748,53.37470362336312,0.018600000000000002
Madagascar,2008,MDG,7.301356,12.14,30.51,2.59,27.28,27.48,45.25,1657.8236,20513594,40.75,1.3941419,78.53,30.52,high-risk from unsafe water,Middle Income,0.0716177769726748,53.37470362336312,0.018600000000000002
Madagascar,2008,MDG,7.301356,12.14,30.51,2.59,27.28,27.48,45.25,1657.8236,20513594,40.75,1.3941419,78.53,30.52,high-risk from unsafe water,Middle Income,0.0716177769726748,53.37470362336312,0.018600000000000002
Madagascar,2009,MDG,7.347589,12.95,30.59,2.61,27.76,26.1,46.14,1546.3707,21117092,40.89,1.2360843,79.07,31.14,high-risk from unsafe water,Middle Income,0.06785754402168633,52.457918921790935,0.018129999999999997
Madagascar,2009,MDG,7.347589,12.95,30.59,2.61,27.76,26.1,46.14,1546.3707,21117092,40.89,1.2360843,79.07,31.14,high-risk from unsafe water,Middle Income,0.06785754402168633,52.457918921790935,0.018129999999999997
Madagascar,2010,MDG,7.233768,13.77,30.65,2.62,28.23,24.73,47.05,1511.9867,21731052,41.04,1.8678343,79.6,31.77,high-risk from unsafe water,Middle Income,0.06527898419275789,51.54221249850214,0.01953
Madagascar,2010,MDG,7.233768,13.77,30.65,2.62,28.23,24.73,47.05,1511.9867,21731052,41.04,1.8678343,79.6,31.77,high-risk from unsafe water,Middle Income,0.06527898419275789,51.54221249850214,0.01953
Madagascar,2011,MDG,7.2962666,14.62,30.69,2.63,28.69,23.37,47.95,1493.4425,22348158,41.18,1.6781341,80.14,32.39,high-risk from unsafe water,Middle Income,0.06393493369789134,50.64429918564206,0.0144
Madagascar,2011,MDG,7.2962666,14.62,30.69,2.63,28.69,23.37,47.95,1493.4425,22348158,41.18,1.6781341,80.14,32.39,high-risk from unsafe water,Middle Income,0.06393493369789134,50.64429918564206,0.0144
Madagascar,2011,MDG,7.2962666,14.62,30.69,2.63,28.69,23.37,47.95,1493.4425,22348158,41.18,1.6781341,80.14,32.39,high-risk from unsafe water,Middle Income,0.06393493369789134,50.64429918564206,0.0144
Madagascar,2011,MDG,7.2962666,14.62,30.69,2.63,28.69,23.37,47.95,1493.4425,22348158,41.18,1.6781341,80.14,32.39,high-risk from unsafe water,Middle Income,0.06393493369789134,50.64429918564206,0.0144
Madagascar,2012,MDG,7.286436,15.49,30.72,2.65,29.13,22.02,48.85,1497.0095,22966242,41.32,1.4897921,80.68,33.02,high-risk from unsafe water,Middle Income,0.06018612013232291,49.76776783942275,0.01427
Madagascar,2012,MDG,7.286436,15.49,30.72,2.65,29.13,22.02,48.85,1497.0095,22966242,41.32,1.4897921,80.68,33.02,high-risk from unsafe water,Middle Income,0.06018612013232291,49.76776783942275,0.01427
Madagascar,2012,MDG,7.286436,15.49,30.72,2.65,29.13,22.02,48.85,1497.0095,22966242,41.32,1.4897921,80.68,33.02,high-risk from unsafe water,Middle Income,0.06018612013232291,49.76776783942275,0.01427
Madagascar,2012,MDG,7.286436,15.49,30.72,2.65,29.13,22.02,48.85,1497.0095,22966242,41.32,1.4897921,80.68,33.02,high-risk from unsafe water,Middle Income,0.06018612013232291,49.76776783942275,0.01427
Madagascar,2013,MDG,7.122419,16.07,31.03,2.66,29.57,20.67,49.76,1491.0741,23588078,41.46,1.304259,81.21,33.64,high-risk from unsafe water,Middle Income,0.06010718635066409,48.907914413374414,0.015340000000000001
Madagascar,2013,MDG,7.122419,16.07,31.03,2.66,29.57,20.67,49.76,1491.0741,23588078,41.46,1.304259,81.21,33.64,high-risk from unsafe water,Middle Income,0.06010718635066409,48.907914413374414,0.015340000000000001
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,50.66,1500.9106,24215980,41.59,1.748142,81.75,34.26,high-risk from unsafe water,Middle Income,0.05851602949787702,48.061622944848814,0.018120000000000004
Madagascar,2015,MDG,6.91994,17.27,31.63,2.68,30.41,18.02,51.57,1508.3744,24850912,41.73,1.99011,82.29,34.89,high-risk from unsafe water,Middle Income,0.05364338338971222,47.22894274463649,0.01602
Madagascar,2015,MDG,6.91994,17.27,31.63,2.68,30.41,18.02,51.57,1508.3744,24850912,41.73,1.99011,82.29,34.89,high-risk from unsafe water,Middle Income,0.05364338338971222,47.22894274463649,0.01602
Madagascar,2015,MDG,6.91994,17.27,31.63,2.68,30.41,18.02,51.57,1508.3744,24850912,41.73,1.99011,82.29,34.89,high-risk from unsafe water,Middle Income,0.05364338338971222,47.22894274463649,0.01602
Madagascar,2015,MDG,6.91994,17.27,31.63,2.68,30.41,18.02,51.57,1508.3744,24850912,41.73,1.99011,82.29,34.89,high-risk from unsafe water,Middle Income,0.05364338338971222,47.22894274463649,0.01602
Madagascar,2016,MDG,6.7739596,17.89,31.9,2.69,30.81,16.71,52.48,1528.5618,25501944,41.86,2.3719459,82.82,35.51,high-risk from unsafe water,Middle Income,0.05279938658794012,46.39195349185929,0.01602
Madagascar,2016,MDG,6.7739596,17.89,31.9,2.69,30.81,16.71,52.48,1528.5618,25501944,41.86,2.3719459,82.82,35.51,high-risk from unsafe water,Middle Income,0.05279938658794012,46.39195349185929,0.01602
Madagascar,2016,MDG,6.7739596,17.89,31.9,2.69,30.81,16.71,52.48,1528.5618,25501944,41.86,2.3719459,82.82,35.51,high-risk from unsafe water,Middle Income,0.05279938658794012,46.39195349185929,0.01602
Madagascar,2016,MDG,6.7739596,17.89,31.9,2.69,30.81,16.71,52.48,1528.5618,25501944,41.86,2.3719459,82.82,35.51,high-risk from unsafe water,Middle Income,0.05279938658794012,46.39195349185929,0.01602
Madagascar,2017,MDG,6.694139,18.53,32.16,2.7,31.2,15.42,53.38,1548.1564,26169540,41.99,2.2461514,83.36,36.14,high-risk from unsafe water,Middle Income,0.05088889602186358,45.55000202525532,0.016019999999999996
Madagascar,2017,MDG,6.694139,18.53,32.16,2.7,31.2,15.42,53.38,1548.1564,26169540,41.99,2.2461514,83.36,36.14,high-risk from unsafe water,Middle Income,0.05088889602186358,45.55000202525532,0.016019999999999996
Madagascar,2017,MDG,6.694139,18.53,32.16,2.7,31.2,15.42,53.38,1548.1564,26169540,41.99,2.2461514,83.36,36.14,high-risk from unsafe water,Middle Income,0.05088889602186358,45.55000202525532,0.016019999999999996
Madagascar,2017,MDG,6.694139,18.53,32.16,2.7,31.2,15.42,53.38,1548.1564,26169540,41.99,2.2461514,83.36,36.14,high-risk from unsafe water,Middle Income,0.05088889602186358,45.55000202525532,0.016019999999999996
Madagascar,2018,MDG,6.4257555,19.18,32.41,2.7,31.58,14.13,54.29,1557.3225,26846544,42.12,1.4805613,83.9,36.76,high-risk from unsafe water,Middle Income,0.04800494991087121,44.71498081838765,0.01602
Madagascar,2019,MDG,6.2053213,19.85,32.63,2.71,31.95,12.85,55.2,1585.4717,27533134,42.25,1.1867731,84.43,37.38,high-risk from unsafe water,Middle Income,0.04026065467156772,43.885563481440215,0.016019999999999996
Myanmar,2002,MMR,3.5945241,30.17,20.03,17.42,16.58,15.81,67.61,1198.0947,46480236,9.79,0.35882044,84.8,61.13,high-risk from unsafe water,Middle Income,0.04044764316601146,33.23816815387943,0.05297571428571429
Myanmar,2002,MMR,3.5945241,30.17,20.03,17.42,16.58,15.81,67.61,1198.0947,46480236,9.79,0.35882044,84.8,61.13,high-risk from unsafe water,Middle Income,0.04044764316601146,33.23816815387943,0.05297571428571429
Myanmar,2003,MMR,3.3694127,31.74,20.1,16.77,15.93,15.46,68.61,1340.8727,46924296,9.64,0.24302946,85.39,62.22,high-risk from unsafe water,Middle Income,0.03951752414143837,32.21058660102221,0.052975714285714307
Myanmar,2003,MMR,3.3694127,31.74,20.1,16.77,15.93,15.46,68.61,1340.8727,46924296,9.64,0.24302946,85.39,62.22,high-risk from unsafe water,Middle Income,0.03951752414143837,32.21058660102221,0.052975714285714307
Myanmar,2004,MMR,3.1686294,33.35,20.16,16.09,15.29,15.11,69.6,1511.1715,47338444,9.48,0.2522346,85.98,63.31,high-risk from unsafe water,Middle Income,0.03771718816951398,31.184839957984256,0.03663
Myanmar,2004,MMR,3.1686294,33.35,20.16,16.09,15.29,15.11,69.6,1511.1715,47338444,9.48,0.2522346,85.98,63.31,high-risk from unsafe water,Middle Income,0.03771718816951398,31.184839957984256,0.03663
Myanmar,2005,MMR,2.966358,34.99,20.22,15.38,14.64,14.76,70.59,1702.3097,47724472,9.32,0.16990875,86.58,64.4,high-risk from unsafe water,Middle Income,0.035828578679718025,30.160459397015433,0.03797
Myanmar,2006,MMR,2.7944126,36.67,20.26,14.65,14.0,14.41,71.58,1914.2416,48088276,9.17,0.2690262,87.17,65.49,high-risk from unsafe water,Middle Income,0.03392712602131962,29.131711854257365,0.04158
Myanmar,2006,MMR,2.7944126,36.67,20.26,14.65,14.0,14.41,71.58,1914.2416,48088276,9.17,0.2690262,87.17,65.49,high-risk from unsafe water,Middle Income,0.03392712602131962,29.131711854257365,0.04158
Myanmar,2006,MMR,2.7944126,36.67,20.26,14.65,14.0,14.41,71.58,1914.2416,48088276,9.17,0.2690262,87.17,65.49,high-risk from unsafe water,Middle Income,0.03392712602131962,29.131711854257365,0.04158
Myanmar,2007,MMR,2.629712,38.38,20.31,13.89,13.36,14.07,72.57,2137.645,48445652,9.01,0.20322418,87.76,66.58,high-risk from unsafe water,Middle Income,0.030952395893030813,28.092102052832317,0.04393
Myanmar,2007,MMR,2.629712,38.38,20.31,13.89,13.36,14.07,72.57,2137.645,48445652,9.01,0.20322418,87.76,66.58,high-risk from unsafe water,Middle Income,0.030952395893030813,28.092102052832317,0.04393
Myanmar,2008,MMR,2.0349758,40.12,20.34,13.1,12.72,13.72,73.56,2360.5432,48729480,8.85,0.17093375,88.35,67.67,high-risk from unsafe water,Middle Income,0.028583374991894023,27.090609216433254,0.047479999999999994
Myanmar,2008,MMR,2.0349758,40.12,20.34,13.1,12.72,13.72,73.56,2360.5432,48729480,8.85,0.17093375,88.35,67.67,high-risk from unsafe water,Middle Income,0.028583374991894023,27.090609216433254,0.047479999999999994
Myanmar,2009,MMR,2.3548584,41.89,20.37,12.29,12.08,13.37,74.55,2591.0464,49015836,8.7,0.18705817,88.94,68.75,high-risk from unsafe water,Middle Income,0.025845035061729846,26.095415367392693,0.04883
Myanmar,2012,MMR,1.9593245,46.79,21.02,9.68,10.17,12.34,77.49,3187.115,50218196,8.24,0.4150077,90.71,72.02,high-risk from unsafe water,Middle Income,0.02006083611605642,23.044758517410703,0.05802
Myanmar,2012,MMR,1.9593245,46.79,21.02,9.68,10.17,12.34,77.49,3187.115,50218196,8.24,0.4150077,90.71,72.02,high-risk from unsafe water,Middle Income,0.02006083611605642,23.044758517410703,0.05802
Myanmar,2013,MMR,1.8535075,48.26,21.45,8.76,9.54,11.99,78.47,3409.649,50648336,8.08,0.60410887,91.3,73.11,high-risk from unsafe water,Middle Income,0.019094230460009583,22.042660986927586,0.052975714285714307
Myanmar,2013,MMR,1.8535075,48.26,21.45,8.76,9.54,11.99,78.47,3409.649,50648336,8.08,0.60410887,91.3,73.11,high-risk from unsafe water,Middle Income,0.019094230460009583,22.042660986927586,0.052975714285714307
Myanmar,2014,MMR,1.7593307,49.76,21.88,7.81,8.9,11.65,79.45,3658.5935,51072436,7.93,1.0625565,91.89,74.2,high-risk from unsafe water,Middle Income,0.018395108469077135,21.040531530550062,0.052975714285714307
Myanmar,2014,MMR,1.7593307,49.76,21.88,7.81,8.9,11.65,79.45,3658.5935,51072436,7.93,1.0625565,91.89,74.2,high-risk from unsafe water,Middle Income,0.018395108469077135,21.040531530550062,0.052975714285714307
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,80.42,3748.2942,51483956,7.78,1.2047012,92.48,75.29,high-risk from unsafe water,Middle Income,0.017150488591047664,20.032073681362014,0.052975714285714307
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,80.42,3748.2942,51483956,7.78,1.2047012,92.48,75.29,high-risk from unsafe water,Middle Income,0.017150488591047664,20.032073681362014,0.052975714285714307
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,80.42,3748.2942,51483956,7.78,1.2047012,92.48,75.29,high-risk from unsafe water,Middle Income,0.017150488591047664,20.032073681362014,0.052975714285714307
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,80.42,3748.2942,51483956,7.78,1.2047012,92.48,75.29,high-risk from unsafe water,Middle Income,0.017150488591047664,20.032073681362014,0.052975714285714307
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,81.4,4109.5576,51892352,7.62,0.71513724,93.07,76.38,high-risk from unsafe water,Middle Income,0.0165266935674837,19.012385486015358,0.061950000000000005
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,81.4,4109.5576,51892352,7.62,0.71513724,93.07,76.38,high-risk from unsafe water,Middle Income,0.0165266935674837,19.012385486015358,0.061950000000000005
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,81.4,4109.5576,51892352,7.62,0.71513724,93.07,76.38,high-risk from unsafe water,Middle Income,0.0165266935674837,19.012385486015358,0.061950000000000005
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,81.4,4109.5576,51892352,7.62,0.71513724,93.07,76.38,high-risk from unsafe water,Middle Income,0.0165266935674837,19.012385486015358,0.061950000000000005
Myanmar,2017,MMR,1.5046403,54.38,23.19,4.81,7.0,10.62,82.38,4312.9473,52288344,7.47,0.7516726,93.66,77.47,high-risk from unsafe water,Middle Income,0.015760797473333636,17.98975886480551,0.08638
Myanmar,2018,MMR,1.446867,55.97,23.63,3.75,6.37,10.27,83.36,4556.2812,52666016,7.31,0.7265992,94.25,78.56,high-risk from unsafe water,Middle Income,0.014832088305293494,16.97195588137899,0.06770000000000001
Myanmar,2018,MMR,1.446867,55.97,23.63,3.75,6.37,10.27,83.36,4556.2812,52666016,7.31,0.7265992,94.25,78.56,high-risk from unsafe water,Middle Income,0.014832088305293494,16.97195588137899,0.06770000000000001
Nepal,2002,NPL,5.793196,27.35,53.74,1.24,14.5,3.17,82.33,2055.7227,25332178,62.87,0.79097205,93.25,80.52,high-risk from unsafe water,Middle Income,0.04227792809603659,17.243819303654032,0.05445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,83.03,2107.6409,25682912,59.8,0.6587751,93.22,81.29,high-risk from unsafe water,Middle Income,0.0354031505461686,16.576130463710655,0.05445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,83.03,2107.6409,25682912,59.8,0.6587751,93.22,81.29,high-risk from unsafe water,Middle Income,0.0354031505461686,16.576130463710655,0.05445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,83.03,2107.6409,25682912,59.8,0.6587751,93.22,81.29,high-risk from unsafe water,Middle Income,0.0354031505461686,16.576130463710655,0.05445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,83.03,2107.6409,25682912,59.8,0.6587751,93.22,81.29,high-risk from unsafe water,Middle Income,0.0354031505461686,16.576130463710655,0.05445
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,83.71,2179.093,26003970,56.74,0.6454915,93.19,82.06,high-risk from unsafe water,Middle Income,0.031202504848298163,15.919303860141357,0.02118
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,83.71,2179.093,26003970,56.74,0.6454915,93.19,82.06,high-risk from unsafe water,Middle Income,0.031202504848298163,15.919303860141357,0.02118
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,83.71,2179.093,26003970,56.74,0.6454915,93.19,82.06,high-risk from unsafe water,Middle Income,0.031202504848298163,15.919303860141357,0.02118
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,83.71,2179.093,26003970,56.74,0.6454915,93.19,82.06,high-risk from unsafe water,Middle Income,0.031202504848298163,15.919303860141357,0.02118
Nepal,2005,NPL,5.1653543,28.08,54.66,1.66,12.77,2.83,84.4,2230.789,26285112,53.69,0.7515617,93.15,82.84,high-risk from unsafe water,Middle Income,0.03525159032991756,15.280341966965938,0.05445
Nepal,2006,NPL,4.989697,28.32,54.95,1.8,12.2,2.72,85.08,2285.5122,26518974,50.66,0.8452147,93.12,83.61,high-risk from unsafe water,Middle Income,0.03471906567727696,14.666970147487607,0.05445
Nepal,2007,NPL,4.776427,28.56,55.24,1.95,11.63,2.61,85.75,2346.2593,26713652,47.64,0.67676955,93.09,84.38,high-risk from unsafe water,Middle Income,0.03283560780083532,14.069652475820229,0.05445
Nepal,2007,NPL,4.776427,28.56,55.24,1.95,11.63,2.61,85.75,2346.2593,26713652,47.64,0.67676955,93.09,84.38,high-risk from unsafe water,Middle Income,0.03283560780083532,14.069652475820229,0.05445
Nepal,2008,NPL,4.558476,28.8,55.53,2.09,11.07,2.5,86.42,2473.9417,26881542,44.63,0.70963746,93.06,85.15,high-risk from unsafe water,Middle Income,0.031207770744699093,13.467129229416974,0.05445
Nepal,2009,NPL,4.438337,29.04,55.81,2.24,10.51,2.4,87.09,2572.175,27026952,41.64,0.79475653,93.03,85.92,high-risk from unsafe water,Middle Income,0.03071045525222378,12.841514648044663,0.054450000000000005
Nepal,2009,NPL,4.438337,29.04,55.81,2.24,10.51,2.4,87.09,2572.175,27026952,41.64,0.79475653,93.03,85.92,high-risk from unsafe water,Middle Income,0.03071045525222378,12.841514648044663,0.054450000000000005
Nepal,2010,NPL,4.1363835,29.28,56.08,2.39,9.96,2.29,87.75,2682.6987,27161572,38.66,0.78889084,93.0,86.69,high-risk from unsafe water,Middle Income,0.02890845198503238,12.182420811284413,0.05445
Nepal,2011,NPL,3.8448024,29.52,56.35,2.54,9.41,2.18,88.41,2763.8289,27266398,35.7,0.79485244,92.96,87.47,high-risk from unsafe water,Middle Income,0.027806716530727676,11.497921360936637,0.05445
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,89.06,2886.0974,27330696,32.75,0.78674686,92.93,88.24,high-risk from unsafe water,Middle Income,0.02632421069701262,10.80625608656289,0.051590000000000004
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,89.7,2982.287,27381558,29.82,0.75677407,92.9,89.01,high-risk from unsafe water,Middle Income,0.026059802732919725,10.122897316507702,0.05639999999999999
Nepal,2014,NPL,3.3594875,26.85,60.48,3.01,7.79,1.86,90.34,3152.2932,27462110,26.91,0.87364477,92.87,89.78,high-risk from unsafe water,Middle Income,0.024887526850631655,9.462219035609428,0.05445
Nepal,2014,NPL,3.3594875,26.85,60.48,3.01,7.79,1.86,90.34,3152.2932,27462110,26.91,0.87364477,92.87,89.78,high-risk from unsafe water,Middle Income,0.024887526850631655,9.462219035609428,0.05445
Nepal,2015,NPL,3.138317,25.36,62.45,3.17,7.26,1.76,90.98,3260.035,27610328,24.01,0.90927666,92.84,90.55,high-risk from unsafe water,Middle Income,0.023897506759064942,8.829072946905955,0.05445
Nepal,2015,NPL,3.138317,25.36,62.45,3.17,7.26,1.76,90.98,3260.035,27610328,24.01,0.90927666,92.84,90.55,high-risk from unsafe water,Middle Income,0.023897506759064942,8.829072946905955,0.05445
Nepal,2015,NPL,3.138317,25.36,62.45,3.17,7.26,1.76,90.98,3260.035,27610328,24.01,0.90927666,92.84,90.55,high-risk from unsafe water,Middle Income,0.023897506759064942,8.829072946905955,0.05445
Nepal,2016,NPL,3.139934,23.85,64.43,3.33,6.74,1.66,91.6,3244.6743,27861186,21.13,1.0077181,92.81,91.32,high-risk from unsafe water,Middle Income,0.022825733262037014,8.215210221129855,0.05445
Nepal,2017,NPL,3.0818346,22.32,66.42,3.49,6.22,1.55,92.23,3495.5288,28183424,18.26,1.0654247,92.77,92.1,high-risk from unsafe water,Middle Income,0.022474416167460706,7.6212599292406775,0.09101
Nepal,2017,NPL,3.0818346,22.32,66.42,3.49,6.22,1.55,92.23,3495.5288,28183424,18.26,1.0654247,92.77,92.1,high-risk from unsafe water,Middle Income,0.022474416167460706,7.6212599292406775,0.09101
Nepal,2017,NPL,3.0818346,22.32,66.42,3.49,6.22,1.55,92.23,3495.5288,28183424,18.26,1.0654247,92.77,92.1,high-risk from unsafe water,Middle Income,0.022474416167460706,7.6212599292406775,0.09101
Nepal,2018,NPL,2.93533,20.76,68.43,3.65,5.71,1.45,92.84,3719.3079,28506718,15.42,1.0672121,92.74,92.87,high-risk from unsafe water,Middle Income,0.021829696424541054,7.054137203728608,0.07486000000000001
Nepal,2018,NPL,2.93533,20.76,68.43,3.65,5.71,1.45,92.84,3719.3079,28506718,15.42,1.0672121,92.74,92.87,high-risk from unsafe water,Middle Income,0.021829696424541054,7.054137203728608,0.07486000000000001
Nepal,2018,NPL,2.93533,20.76,68.43,3.65,5.71,1.45,92.84,3719.3079,28506718,15.42,1.0672121,92.74,92.87,high-risk from unsafe water,Middle Income,0.021829696424541054,7.054137203728608,0.07486000000000001
Nepal,2019,NPL,2.838438,19.18,70.46,3.81,5.2,1.35,93.45,3922.0813,28832500,12.59,1.1028087,92.71,93.64,high-risk from unsafe water,Middle Income,0.021054885979363565,6.497254833954738,0.08091
Nicaragua,2002,NIC,1.5051827,48.05,32.65,0.73,14.34,4.23,81.43,3968.637,5259017,14.62,2.4618068,95.21,64.24,high-risk from unsafe water,Middle Income,0.009104553189312756,18.434129420003774,0.07993533333333332
Nicaragua,2002,NIC,1.5051827,48.05,32.65,0.73,14.34,4.23,81.43,3968.637,5259017,14.62,2.4618068,95.21,64.24,high-risk from unsafe water,Middle Income,0.009104553189312756,18.434129420003774,0.07993533333333332
Nigeria,2005,NGA,9.203169,15.88,35.47,8.61,20.68,19.36,59.96,3951.1829,140490720,24.57,1.1413321,84.5,44.22,high-risk from unsafe water,Middle Income,0.11303885409655527,39.575108590802294,0.028239999999999994
Nigeria,2006,NGA,9.159918,16.3,36.77,8.51,20.09,18.33,61.58,4079.1357,144329760,24.18,0.9018671,85.23,45.86,high-risk from unsafe water,Middle Income,0.1239368097057738,37.93919701660975,0.03481
Nigeria,2009,NGA,8.761959,17.53,40.74,8.1,18.3,15.33,66.37,4622.364,156595744,23.01,0.57001245,87.4,50.77,high-risk from unsafe water,Middle Income,0.10795280617588177,33.14261657072877,0.03781999999999999
Nigeria,2009,NGA,8.761959,17.53,40.74,8.1,18.3,15.33,66.37,4622.364,156595744,23.01,0.57001245,87.4,50.77,high-risk from unsafe water,Middle Income,0.10795280617588177,33.14261657072877,0.03781999999999999
Nigeria,2011,NGA,8.272827,18.33,43.43,7.73,17.11,13.41,69.48,4975.638,165463744,22.21,0.47937733,88.84,54.05,high-risk from unsafe water,Middle Income,0.09794181860166297,30.02501321377087,0.035099000000000005
