Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Cyprus,2009,CYP,0.010205282,97.4,2.43,0.0,0.17,0.0,99.83,38542.918,1110979,0.0,2.7496507,99.81,99.89,low-risk from unsafe water,High Income,0.001806514794609079,0.16318940322004286,2.568815432154883,0.21064
Cyprus,2010,CYP,0.010667934,97.7,2.13,0.0,0.17,0.0,99.83,38405.41,1129693,0.0,2.9815376,99.8,99.89,low-risk from unsafe water,High Income,0.0008117249553639794,0.17022323764066874,2.2699087274153245,0.21562
Cyprus,2011,CYP,0.011359826,97.99,1.83,0.0,0.18,0.0,99.82,37593.93,1145090,0.0,3.0571618,99.79,99.88,low-risk from unsafe water,High Income,0.002509846387620187,0.17736597123370215,1.9750412631321557,0.22484
Cyprus,2012,CYP,0.011952655,98.28,1.53,0.0,0.19,0.0,99.81,35749.05,1156556,0.0,3.0096478,99.78,99.88,low-risk from unsafe water,High Income,0.001822652772541926,0.18477272177049792,1.6845703969371133,0.2296
Cyprus,2013,CYP,0.0125419665,98.58,1.23,0.0,0.2,0.0,99.8,33471.805,1166972,0.0,3.1639576,99.77,99.87,low-risk from unsafe water,High Income,0.0019520605464398463,0.1921211477224818,1.3942065448014176,0.24076000000000003
Cyprus,2014,CYP,0.012910868,98.87,0.92,0.0,0.2,0.0,99.8,33241.19,1176997,0.0,2.955979,99.76,99.87,low-risk from unsafe water,High Income,0.0029940603077153126,0.19949073786934035,1.1046757128522842,0.24992999999999993
Cyprus,2015,CYP,0.013161728,99.17,0.62,0.0,0.21,0.0,99.79,34573.973,1187286,0.0,2.8534443,99.75,99.86,low-risk from unsafe water,High Income,0.003582119219800452,0.20677410497554927,0.8158944011805076,0.26236000000000004
Cyprus,2016,CYP,0.013197281,99.46,0.32,0.0,0.22,0.0,99.78,36678.098,1197889,0.0,2.7953491,99.74,99.86,medium-risk from unsafe water,High Income,0.0038542803214655116,0.21421016471476073,0.5280121947859944,0.19508999999999999
Cyprus,2017,CYP,0.012618981,99.75,0.02,0.0,0.23,0.0,99.77,38421.97,1208527,0.0,2.7597055,99.73,99.85,low-risk from unsafe water,High Income,0.0045394103731236455,0.22159207034679407,0.24078899354337968,0.20919470588235292
Cyprus,2018,CYP,0.012525319,99.77,0.0,0.0,0.23,0.0,99.77,40099.836,1218834,0.0,2.889117,99.73,99.85,low-risk from unsafe water,High Income,0.005670993753045944,0.22915343680927838,0.22915343680927838,0.20919470588235295
Cyprus,2019,CYP,0.012379114,99.77,0.0,0.0,0.23,0.0,99.77,41746.918,1228840,0.0,3.9254994,99.73,99.85,low-risk from unsafe water,High Income,0.004594576999446633,0.22899645193841345,0.22899645193841345,0.20919470588235295
Czechia,2000,CZE,0.003756993,96.32,3.48,0.0,0.19,0.0,99.81,24976.506,10234712,0.0,5.057047,99.88,99.61,low-risk from unsafe water,High Income,3.1559266152286456e-05,0.19491510850525154,3.697788467325705,0.40886000000000006
Czechia,2001,CZE,0.0042789755,96.32,3.49,0.0,0.19,0.0,99.81,25833.414,10230273,0.0,5.127044,99.88,99.61,low-risk from unsafe water,High Income,5.728097383129463e-05,0.1949508092306041,3.6967439676340996,0.34292999999999996
Czechia,2002,CZE,0.0045314045,96.44,3.38,0.0,0.19,0.0,99.81,26289.627,10238170,0.0,5.4406595,99.88,99.62,low-risk from unsafe water,High Income,5.372053794769964e-05,0.18886187668304003,3.5690753327987323,0.34869999999999995
Czechia,2003,CZE,0.0055041807,96.55,3.26,0.0,0.18,0.0,99.82,27239.559,10248039,0.0,5.7074127,99.88,99.64,low-risk from unsafe water,High Income,7.142829959956241e-05,0.18286425334642073,3.4429318623787437,0.3512
Czechia,2004,CZE,0.0066406685,96.67,3.15,0.0,0.18,0.0,99.82,28542.254,10261003,0.0,5.5633807,99.88,99.66,low-risk from unsafe water,High Income,8.71259856370766e-05,0.17704896879963877,3.3203284318306894,0.35067000000000004
Czechia,2005,CZE,0.0082131,96.79,3.04,0.0,0.17,0.0,99.83,30384.447,10280122,0.0,5.4040833,99.88,99.67,low-risk from unsafe water,High Income,6.994080420446372e-05,0.17143765414457143,3.201479515515478,0.35465
Czechia,2006,CZE,0.010633049,96.91,2.92,0.0,0.17,0.0,99.83,32352.812,10304822,0.0,5.270232,99.89,99.69,low-risk from unsafe water,High Income,9.830349325781659e-05,0.16605818130580033,3.087117856087179,0.42723000000000005
Czechia,2007,CZE,0.014152236,97.03,2.81,0.0,0.16,0.0,99.84,33956.246,10337831,0.0,5.015633,99.89,99.7,medium-risk from unsafe water,High Income,0.0004036630120960576,0.16080742662556585,2.9749373925729685,0.42611999999999994
Czechia,2008,CZE,0.018571839,97.15,2.69,0.0,0.15,0.0,99.85,34580.44,10378586,0.0,5.127185,99.89,99.72,medium-risk from unsafe water,High Income,0.0006219537035199207,0.1555221491636722,2.861989099478484,0.35415
Czechia,2009,CZE,0.023802735,97.27,2.58,0.0,0.15,0.0,99.85,32782.613,10421515,0.0,6.0080557,99.89,99.74,medium-risk from unsafe water,High Income,0.0007304120370214887,0.15007414948786235,2.746165024950787,0.35612000000000005
Czechia,2010,CZE,0.030897008,97.39,2.46,0.0,0.14,0.0,99.86,33483.137,10464750,0.0,5.715287,99.89,99.75,medium-risk from unsafe water,High Income,0.001353687379058267,0.14438949807687715,2.6257579015265535,0.35742999999999997
Czechia,2011,CZE,0.04100242,97.51,2.35,0.0,0.14,0.0,99.86,34002.19,10496379,0.0,5.7982,99.9,99.77,medium-risk from unsafe water,High Income,0.0026827346840277012,0.13858112402381811,2.5032727953135074,0.36124999999999996
Czechia,2012,CZE,0.05040296,97.64,2.23,0.0,0.13,0.0,99.87,33688.1,10511065,0.0,5.8302183,99.9,99.79,medium-risk from unsafe water,High Income,0.003444180014108941,0.13268874276774048,2.3802250295284066,0.36501999999999996
Czechia,2013,CZE,0.057380717,97.76,2.12,0.0,0.13,0.0,99.87,33661.47,10514547,0.0,6.441024,99.9,99.8,medium-risk from unsafe water,High Income,0.002352740446164728,0.12674820893377528,2.2571205397626732,0.36628
Czechia,2014,CZE,0.062545426,97.88,2.0,0.0,0.12,0.0,99.88,34386.703,10517178,0.0,6.2726655,99.9,99.82,medium-risk from unsafe water,High Income,0.002413480117955596,0.12083089208911363,2.134450895477855,0.39344999999999997
Czechia,2015,CZE,0.06552683,97.88,2.0,0.0,0.12,0.0,99.88,36168.418,10523801,0.0,5.917825,99.9,99.82,medium-risk from unsafe water,High Income,0.0026608256845601697,0.12079285801774474,2.1349035391300157,0.39515999999999996
Czechia,2016,CZE,0.06504355,97.88,2.0,0.0,0.12,0.0,99.88,37014.96,10527584,0.0,5.8187237,99.9,99.82,medium-risk from unsafe water,High Income,0.0024078649004367954,0.12087293722852271,2.137375489001085,0.40194
Czechia,2017,CZE,0.061370794,97.88,2.0,0.0,0.12,0.0,99.88,38824.887,10531315,0.0,5.8393865,99.9,99.82,medium-risk from unsafe water,High Income,0.0022599267043099556,0.12098204260341658,2.1407583003641992,0.40675999999999995
Czechia,2018,CZE,0.05355337,97.88,2.0,0.0,0.12,0.0,99.88,39941.285,10534598,0.0,6.2232924,99.9,99.82,medium-risk from unsafe water,High Income,0.002455433040729224,0.12112469787646382,2.1446950325014775,0.4024
Czechia,2019,CZE,0.048704132,97.88,2.0,0.0,0.12,0.0,99.88,40989.727,10536876,0.0,6.3851624,99.9,99.82,medium-risk from unsafe water,High Income,0.002422349850183299,0.1212598496935904,2.1485685130962917,0.4115700000000001
Democratic Republic of Congo,2000,COD,6.411983,10.0,23.71,10.23,38.53,17.53,43.95,728.2072,48616328,10.46,0.06204571,79.76,24.56,high-risk from unsafe water,Low Income,0.10880505002352295,54.31105368550253,87.20284469036822,0.009676666666666667
Democratic Republic of Congo,2001,COD,6.3473606,10.35,23.94,10.4,38.28,17.03,44.69,691.70917,50106660,10.56,0.1064138,80.21,25.07,high-risk from unsafe water,Low Income,0.09926796158434828,53.45640080580106,86.64533816462722,0.009676666666666667
Democratic Republic of Congo,2002,COD,6.215967,10.71,24.15,10.57,38.04,16.53,45.44,690.6596,51662080,10.66,0.10429356,80.67,25.57,high-risk from unsafe water,Low Income,0.08777706975793463,52.67275727187136,86.19373242424618,0.009676666666666668
Democratic Republic of Congo,2003,COD,6.1195116,11.08,24.36,10.74,37.78,16.03,46.18,708.02875,53205640,10.75,0.22955516,81.12,26.08,high-risk from unsafe water,Low Income,0.0827164751706774,52.01699105583544,85.9451836309083,0.009676666666666665
Democratic Republic of Congo,2004,COD,5.9844437,11.46,24.57,10.91,37.53,15.54,46.93,733.5419,54815608,10.85,0.18619445,81.58,26.58,high-risk from unsafe water,Low Income,0.0735511863701302,51.37902876129733,85.72211221300327,0.0107
Democratic Republic of Congo,2005,COD,5.9563637,11.84,24.76,11.07,37.27,15.05,47.68,754.6644,56550244,10.94,0.21806885,82.03,27.09,high-risk from unsafe water,Low Income,0.07472080933903663,50.687063348479974,85.40683927022489,0.009676666666666665
Democratic Republic of Congo,2006,COD,5.9685388,12.24,24.96,11.24,37.0,14.57,48.44,769.88715,58381636,11.03,0.2263337,82.49,27.59,high-risk from unsafe water,Low Income,0.07541265201954944,49.971244382394495,85.04921821649533,0.009676666666666667
Democratic Republic of Congo,2007,COD,5.9934325,12.65,25.14,11.4,36.72,14.08,49.2,792.19086,60289424,11.12,0.24325049,82.94,28.1,high-risk from unsafe water,Low Income,0.07424101447709967,49.257660846121205,84.6928841118137,0.009676666666666667
Democratic Republic of Congo,2008,COD,5.931128,13.07,25.32,11.57,36.44,13.6,49.96,815.01184,62249724,11.2,0.29166144,83.39,28.6,high-risk from unsafe water,Low Income,0.07396087410765068,48.56367555942899,84.3668945423758,0.009676666666666665
Democratic Republic of Congo,2009,COD,5.9001403,13.49,25.5,11.73,36.15,13.12,50.73,811.92737,64270236,11.28,0.31161487,83.85,29.11,high-risk from unsafe water,Low Income,0.0789029154957514,47.87765366226444,84.05314242194474,0.009340000000000001
Democratic Republic of Congo,2010,COD,5.820823,13.94,25.67,11.89,35.86,12.65,51.5,841.85626,66391260,11.36,0.39785826,84.3,29.61,high-risk from unsafe water,Low Income,0.07951938252113305,47.168550498966276,83.6958072493277,0.009676666666666665
Democratic Republic of Congo,2011,COD,5.6774864,14.39,25.83,12.06,35.56,12.17,52.27,870.0738,68654272,11.44,0.35409066,84.76,30.12,high-risk from unsafe water,Low Income,0.07661565474031973,46.408273035070565,83.24447020572879,0.009676666666666667
Democratic Republic of Congo,2012,COD,5.494825,14.85,25.98,12.22,35.25,11.7,53.05,900.979,70997872,11.52,0.53260946,85.21,30.62,high-risk from unsafe water,Low Income,0.07642243136526684,45.64275391239895,82.7781908731011,0.009676666666666667
Democratic Republic of Congo,2013,COD,5.2904105,15.33,26.13,12.37,34.93,11.23,53.83,944.64026,73460032,11.59,0.4984341,85.67,31.13,high-risk from unsafe water,Low Income,0.0738329245486852,44.84800523909382,82.25261731440574,0.00899
Democratic Republic of Congo,2014,COD,5.147837,15.81,26.27,12.53,34.61,10.77,54.62,999.07214,76035592,11.66,0.5508094,86.12,31.63,high-risk from unsafe water,Low Income,0.07316751081519822,44.02940138876015,81.67647856282883,0.009676666666666667
Democratic Republic of Congo,2015,COD,4.9707146,16.31,26.41,12.69,34.28,10.31,55.41,1032.5719,78656904,11.73,0.6620072,86.58,32.14,high-risk from unsafe water,Middle Income,0.06695313103093913,43.22682596304578,81.1223767464837,0.009676666666666667
Democratic Republic of Congo,2016,COD,4.776596,16.82,26.53,12.84,33.95,9.85,56.2,1021.3272,81430976,11.79,0.5512247,87.03,32.64,high-risk from unsafe water,Low Income,0.05782126447802861,42.381541638405515,80.47971818488335,0.009676666666666667
Democratic Republic of Congo,2017,COD,4.5537467,17.34,26.65,12.99,33.61,9.4,56.99,1023.53986,84283272,11.85,0.41352716,87.48,33.15,high-risk from unsafe water,Low Income,0.06075258919705917,41.53613186730577,79.82666596047672,0.009676666666666667
Democratic Republic of Congo,2018,COD,4.2839174,17.88,26.76,13.14,33.26,8.95,57.79,1048.2465,87087352,11.91,0.4979623,87.94,33.66,high-risk from unsafe water,Middle Income,0.05603410699638681,40.74683657851946,79.27310271186107,0.009676666666666665
Democratic Republic of Congo,2019,COD,4.033961,18.43,26.87,13.29,32.9,8.51,58.59,1059.8921,89906896,11.97,0.5593672,88.39,34.16,high-risk from unsafe water,Middle Income,0.04593782216661111,39.97443644367391,78.74504531888188,0.009676666666666668
Denmark,2000,DNK,0.0060971016,93.9,6.1,0.0,0.0,0.0,100.0,48907.01,5340662,0.0,6.7353396,100.0,100.0,low-risk from unsafe water,High Income,0.0011962936429978155,0.0,6.102033792814448,0.29119
Denmark,2001,DNK,0.006749887,93.9,6.1,0.0,0.0,0.0,100.0,49133.223,5360753,0.0,7.046384,100.0,100.0,low-risk from unsafe water,High Income,0.0012561668108939173,0.0,6.098359689394382,0.29333000000000004
Denmark,2002,DNK,0.008206743,93.9,6.1,0.0,0.0,0.0,100.0,49204.9,5378700,0.0,7.293208,100.0,100.0,low-risk from unsafe water,High Income,0.0027060442114265532,0.0,6.094725491289717,0.30383000000000004
Denmark,2003,DNK,0.009215965,93.9,6.1,0.0,0.0,0.0,100.0,49262.645,5396355,0.0,7.471022,100.0,100.0,low-risk from unsafe water,High Income,0.002402732955856314,0.0,6.090815003831289,0.3083
Denmark,2004,DNK,0.0101572145,94.31,5.69,0.0,0.0,0.0,100.0,50446.543,5415583,0.0,7.5256267,100.0,100.0,low-risk from unsafe water,High Income,0.002495760844215664,0.0,5.672685655450207,0.32276
Denmark,2005,DNK,0.0112696625,94.73,5.27,0.0,0.0,0.0,100.0,51483.273,5436314,0.0,7.6128125,100.0,100.0,low-risk from unsafe water,High Income,0.002060771324099381,0.0,5.256723581456112,0.33333
Denmark,2006,DNK,0.012527867,95.14,4.86,0.0,0.0,0.0,100.0,53322.29,5457863,0.0,7.6898923,100.0,100.0,low-risk from unsafe water,High Income,0.0028131889715810013,0.0,4.843562397956856,0.34191999999999995
Denmark,2007,DNK,0.0135189695,95.56,4.44,0.0,0.0,0.0,100.0,53569.027,5479722,0.0,7.8059273,100.0,100.0,medium-risk from unsafe water,High Income,0.002887555244590875,0.0,4.432414637092904,0.34526999999999997
Denmark,2008,DNK,0.014312804,95.97,4.03,0.0,0.0,0.0,100.0,52982.53,5502752,0.0,7.9914184,100.0,100.0,medium-risk from unsafe water,High Income,0.0025414556207512167,0.0,4.021424189205692,0.35768
Denmark,2009,DNK,0.015659316,96.39,3.61,0.0,0.0,0.0,100.0,50114.05,5526455,0.0,9.015398,100.0,100.0,medium-risk from unsafe water,High Income,0.004029527065722963,0.0,3.609800495977982,0.36488000000000004
Denmark,2010,DNK,0.016663114,96.75,3.25,0.0,0.0,0.0,100.0,50825.414,5550850,0.0,8.667426,100.0,100.0,medium-risk from unsafe water,High Income,0.004413558283866435,0.0,3.2570867524793496,0.37211
Denmark,2011,DNK,0.017450433,96.74,3.26,0.0,0.0,0.0,100.0,51293.207,5576016,0.0,8.489216,100.0,100.0,medium-risk from unsafe water,High Income,0.0047426334501192245,0.0,3.2605896396280065,0.37808
Denmark,2012,DNK,0.017956011,96.74,3.26,0.0,0.0,0.0,100.0,51216.31,5600955,0.0,8.600667,100.0,100.0,medium-risk from unsafe water,High Income,0.004376396525235428,0.0,3.2643540253403214,0.38243
Denmark,2013,DNK,0.018407986,96.74,3.26,0.0,0.0,0.0,100.0,51479.266,5625393,0.0,8.569009,100.0,100.0,medium-risk from unsafe water,High Income,0.0042676129472198655,0.0,3.26761170286236,0.38335
Denmark,2014,DNK,0.018554682,96.74,3.26,0.0,0.0,0.0,100.0,52048.336,5650654,0.0,8.563679,100.0,100.0,medium-risk from unsafe water,High Income,0.003941313695724424,0.0,3.269320683942071,0.38632
Denmark,2015,DNK,0.018227143,96.74,3.26,0.0,0.0,0.0,100.0,52892.645,5677795,0.0,8.609555,100.0,100.0,medium-risk from unsafe water,High Income,0.0031933171239891542,0.0,3.269050749454674,0.39257
Denmark,2016,DNK,0.017561547,96.74,3.26,0.0,0.0,0.0,100.0,54185.008,5706856,0.0,8.533851,100.0,100.0,medium-risk from unsafe water,High Income,0.002592495762991041,0.0,3.266632275284324,0.40099
Denmark,2017,DNK,0.017025312,96.73,3.27,0.0,0.0,0.0,100.0,55356.68,5737286,0.0,8.435704,100.0,100.0,medium-risk from unsafe water,High Income,0.0025973953538310623,0.0,3.262483341426591,0.41323999999999994
Denmark,2018,DNK,0.016479423,96.73,3.27,0.0,0.0,0.0,100.0,56178.773,5766689,0.0,8.447372,100.0,100.0,medium-risk from unsafe water,High Income,0.002150280689664381,0.0,3.258368883773687,0.42246999999999996
Denmark,2019,DNK,0.016009716,96.73,3.27,0.0,0.0,0.0,100.0,56813.965,5795879,0.0,8.292176,100.0,100.0,medium-risk from unsafe water,High Income,0.0024941859552278438,0.0,3.2543985131504645,0.3575815789473684
Ecuador,2000,ECU,0.954834,58.2,24.1,0.93,8.7,8.07,83.23,8211.711,12626511,13.91,0.96102405,91.41,70.81,medium-risk from unsafe water,Middle Income,0.005194863410802873,16.839006436536586,41.97773240763026,0.14459
Ecuador,2001,ECU,0.87538874,58.76,24.28,0.93,8.06,7.97,83.97,8395.833,12845523,13.12,1.2551087,91.93,71.62,medium-risk from unsafe water,Middle Income,0.004757533033104219,16.116011780913865,41.46394817867672,0.15439
Ecuador,2002,ECU,0.7776609,59.27,24.52,0.88,7.42,7.91,84.67,8589.284,13070617,12.38,1.412834,92.45,72.44,medium-risk from unsafe water,Middle Income,0.004447685981465144,15.417596583237042,40.960468813369715,0.15667000000000003
Ecuador,2003,ECU,0.7194797,59.74,24.76,0.83,7.1,7.56,85.34,8670.211,13301188,11.67,1.6680541,92.97,73.25,medium-risk from unsafe water,Middle Income,0.004010168114306782,14.73578149560776,40.4630699152587,0.14974
Ecuador,2004,ECU,0.6776438,60.22,25.0,0.79,6.78,7.21,86.01,9220.325,13534598,10.97,1.732619,93.49,74.06,medium-risk from unsafe water,Middle Income,0.003849098436466307,14.05347244151618,39.96016726909806,0.17743099999999998
Ecuador,2005,ECU,0.61576205,60.7,25.25,0.74,6.45,6.87,86.68,9542.225,13770015,10.26,1.6827617,94.0,74.87,medium-risk from unsafe water,Middle Income,0.0036691318055935306,13.374277370068224,39.461322300665614,0.177431
Ecuador,2006,ECU,0.55597055,61.17,25.49,0.69,6.13,6.53,87.35,9792.422,14009064,9.57,1.8175664,94.52,75.69,medium-risk from unsafe water,Middle Income,0.003432206462901447,12.69772912737068,38.96554402207028,0.17743099999999998
Ecuador,2007,ECU,0.49399203,61.65,25.73,0.64,5.8,6.19,88.01,9836.419,14251838,8.87,2.0455773,95.04,76.5,medium-risk from unsafe water,Middle Income,0.0031949563277382186,12.022870313288713,38.47068707909815,0.17743099999999998
Ecuador,2008,ECU,0.45834127,62.12,25.97,0.58,5.47,5.85,88.68,10284.954,14496800,8.19,2.0991304,95.56,77.31,medium-risk from unsafe water,Middle Income,0.003135588543678605,11.349994481540755,37.97702251531373,0.17743099999999998
Ecuador,2009,ECU,0.43881288,62.6,26.21,0.53,5.14,5.52,89.34,10170.651,14742768,7.5,2.3810701,96.08,78.12,medium-risk from unsafe water,Middle Income,0.00306238285781883,10.678110107952591,37.48115007982219,0.15983
Ecuador,2010,ECU,0.41207993,63.07,26.46,0.48,4.8,5.19,90.01,10355.822,14989581,6.82,2.8347752,96.6,78.94,medium-risk from unsafe water,Middle Income,0.0029958809389001597,10.00639043879879,36.979919585477404,0.21111
Ecuador,2011,ECU,0.37864664,63.54,26.7,0.42,4.47,4.87,90.66,10988.722,15237734,6.15,3.065469,97.12,79.75,medium-risk from unsafe water,Middle Income,0.0028607271921139983,9.339662970885303,36.4762044015206,0.16582
Ecuador,2012,ECU,0.3421124,64.0,26.95,0.37,4.13,4.55,91.32,11424.152,15483884,5.48,3.4377654,97.63,80.56,medium-risk from unsafe water,Middle Income,0.0027324539501845917,8.679295194926544,35.97944805063123,0.17743099999999998
Ecuador,2013,ECU,0.322779,64.46,27.2,0.31,3.8,4.24,91.97,11806.924,15722988,4.82,3.8252864,98.15,81.37,medium-risk from unsafe water,Middle Income,0.0025952446188981385,8.026553222580848,35.50812987963866,0.17743099999999998
Ecuador,2014,ECU,0.31602943,64.92,27.44,0.26,3.46,3.93,92.61,12073.811,15957995,4.15,4.1146975,98.67,82.19,medium-risk from unsafe water,Middle Income,0.0024380882435418734,7.382299593401301,35.07119158766499,0.17743099999999998
Ecuador,2015,ECU,0.31134835,65.37,27.69,0.2,3.12,3.62,93.26,11908.216,16195904,3.5,4.312522,99.19,83.0,medium-risk from unsafe water,Middle Income,0.0025586098806216684,6.743161727804758,34.66078830795737,0.20648
Ecuador,2016,ECU,0.29838008,65.83,27.94,0.14,2.87,3.22,93.91,11587.825,16439588,2.8,4.416072,99.71,83.81,medium-risk from unsafe water,Middle Income,0.0024876535835326283,6.107817300530889,34.27553658887315,0.20367999999999997
Ecuador,2017,ECU,0.2943716,66.18,28.13,0.1,2.66,2.92,94.41,11679.431,16696947,2.32,4.54476,100.0,84.62,medium-risk from unsafe water,Middle Income,0.002489796487944772,5.616038668626066,33.997891949947494,0.22200000000000003
Ecuador,2018,ECU,0.28954014,66.39,28.27,0.07,2.65,2.62,94.73,11608.419,17015672,1.85,4.929901,100.0,85.44,medium-risk from unsafe water,Middle Income,0.002410307391914936,5.290569775910114,33.7409595107381,0.17743099999999998
