Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Finland,2010,FIN,0.0040490236,97.87,2.13,0.0,0.0,0.0,74.75,100.0,45874.66,5363279,0,0.0,7.1804533,100.0,100.0,114129,3.2653
Finland,2011,FIN,0.0035102726,98.31,1.69,0.0,0.0,0.0,43.03,100.0,46825.824,5388173,0,0.0,7.301516,100.0,100.0,91027,3.2635
Finland,2012,FIN,0.0030174872,98.75,1.25,0.0,0.0,0.0,26.79,100.0,45952.246,5413865,0,0.0,7.6498737,100.0,100.0,67717,3.2854
Finland,2013,FIN,0.0027132242,99.19,0.81,0.0,0.0,0.0,36.2,100.0,45328.574,5438873,0,0.0,7.791476,100.0,100.0,44187,3.2966
Finland,2014,FIN,0.0023546885,99.63,0.37,0.0,0.0,0.0,16.87,100.0,44976.777,5461436,0,0.0,7.7814946,100.0,100.0,20438,3.3922
Finland,2015,FIN,0.002168052,99.63,0.37,0.0,0.0,0.0,21.89,100.0,45072.59,5479457,0,0.0,7.577631,100.0,100.0,20246,3.3309
Finland,2016,FIN,0.0020254278,99.63,0.37,0.0,0.0,0.0,14.81,100.0,46206.79,5495217,0,0.0,7.2991805,100.0,100.0,20239,4.5343
Finland,2017,FIN,0.0021156978,99.63,0.37,0.0,0.0,0.0,17.85,100.0,47570.133,5508146,0,0.0,7.1199656,100.0,100.0,20220,4.5885
Finland,2018,FIN,0.0021300775,99.63,0.37,0.0,0.0,0.0,13.67,100.0,48048.523,5515465,0,0.0,7.0984626,100.0,100.0,20182,4.6404
Finland,2019,FIN,0.002133762,99.64,0.36,0.0,0.0,0.0,15.3,100.0,48583.434,5521539,0,0.0,7.33807,100.0,100.0,20129,3.233978947368421
France,2000,FRA,0.023223046,96.44,3.46,0.0,0.1,0.0,1078.6,99.9,39726.49,58665456,60591,0.0,6.9707026,100.0,99.57,2099770,6.4664
France,2001,FRA,0.02206998,96.45,3.46,0.0,0.09,0.0,851.16,99.91,40220.1,59014776,55913,0.0,7.0616565,100.0,99.61,2108019,6.5289
France,2002,FRA,0.022284811,96.46,3.46,0.0,0.09,0.0,884.9,99.91,40381.46,59372784,51319,0.0,7.316396,100.0,99.64,2118086,6.5741
France,2003,FRA,0.022972818,96.47,3.46,0.0,0.08,0.0,922.47,99.92,40425.637,59728260,46773,0.0,7.323709,100.0,99.67,2129199,6.5996
France,2004,FRA,0.022958986,96.65,3.28,0.0,0.07,0.0,907.96,99.93,41265.125,60108436,42247,0.0,7.3839097,100.0,99.7,2030777,6.6298
France,2005,FRA,0.023044322,96.84,3.1,0.0,0.06,0.0,914.14,99.94,41638.03,60510080,37738,0.0,7.41066,100.0,99.73,1929992,6.6327
France,2006,FRA,0.023201011,97.03,2.92,0.0,0.05,0.0,899.55,99.95,42362.984,60919152,33239,0.0,7.4022374,100.0,99.76,1826704,6.6225
France,2007,FRA,0.02326549,97.22,2.74,0.0,0.05,0.0,1107.43,99.95,43123.5,61329380,28768,0.0,7.334084,100.0,99.79,1721243,6.5901
France,2008,FRA,0.02305184,97.41,2.56,0.0,0.04,0.0,1404.51,99.96,42993.06,61721004,24325,0.0,7.416393,100.0,99.82,1613974,6.5837
France,2009,FRA,0.021935629,97.59,2.38,0.0,0.03,0.0,1594.18,99.97,41544.023,62093300,19922,0.0,7.9780645,100.0,99.85,1505349,6.4945
France,2010,FRA,0.019995093,97.78,2.19,0.0,0.02,0.0,1741.49,99.98,42145.684,62444568,15568,0.0,7.9076767,100.0,99.89,1395617,6.5029
France,2011,FRA,0.016376581,97.97,2.01,0.0,0.02,0.0,2610.97,99.98,42862.414,62775272,11268,0.0,7.852479,100.0,99.92,1284829,6.3244
France,2012,FRA,0.01459102,98.15,1.83,0.0,0.01,0.0,2831.78,99.99,42789.05,63071412,7014,0.0,7.9410515,100.0,99.95,1172821,6.349
France,2013,FRA,0.013060387,98.34,1.65,0.0,0.0,0.0,2200.53,100.0,42813.934,63335180,2820,0.0,8.041275,100.0,99.98,1059411,6.3897
France,2014,FRA,0.012018267,98.53,1.47,0.0,0.0,0.0,1777.07,100.0,43021.395,63588496,0,0.0,8.138471,100.0,100.0,945721,6.423
France,2015,FRA,0.011722323,98.71,1.29,0.0,0.0,0.0,1917.23,100.0,43345.785,63809768,0,0.0,8.284313,100.0,100.0,833198,6.4477
France,2016,FRA,0.011937227,98.89,1.11,0.0,0.0,0.0,2006.02,100.0,43705.15,63989320,0,0.0,8.618759,100.0,100.0,719235,6.4752
France,2017,FRA,0.011967122,99.07,0.93,0.0,0.0,0.0,1871.19,100.0,44577.066,64144092,0,0.0,8.596491,100.0,100.0,604130,6.5131
France,2018,FRA,0.012026179,99.25,0.75,0.0,0.0,0.0,1843.22,100.0,45245.96,64277812,0,0.0,8.493911,100.0,100.0,488191,6.5344
France,2019,FRA,0.012016694,99.25,0.75,0.0,0.0,0.0,1807.34,100.0,45922.793,64399760,0,0.0,8.327571,100.0,100.0,489234,6.509563157894737
Gambia,2000,GMB,5.3889947,23.5,50.3,9.84,16.29,0.07,1348.93,83.64,2081.2224,1437540,215574,5.58,0.5846714,90.52,77.32,1008050,0.10664444444444444
Gambia,2001,GMB,5.052533,24.5,49.69,9.81,15.93,0.07,1302.77,84.01,2139.5566,1479456,217524,5.23,0.59348536,90.59,77.74,1026848,0.10664444444444444
Gambia,2002,GMB,4.8846903,25.52,49.06,9.79,15.57,0.06,1279.77,84.37,2011.854,1522230,219539,4.89,0.52695286,90.65,78.16,1045882,0.10664444444444444
Gambia,2003,GMB,4.7137437,26.55,48.42,9.75,15.22,0.06,1216.23,84.72,2089.621,1566263,221615,4.56,0.5704515,90.72,78.58,1065035,0.1076
Gambia,2004,GMB,4.996548,27.53,47.79,9.73,14.9,0.06,1180.83,85.04,2173.1594,1612237,223851,4.25,0.758931,90.79,78.99,1084567,0.1109
Gambia,2005,GMB,4.807746,28.53,47.15,9.69,14.57,0.06,1109.76,85.36,2060.5227,1660377,225954,3.94,0.7939007,90.85,79.41,1103388,0.1075
Gambia,2006,GMB,4.553937,29.54,46.49,9.65,14.26,0.06,1053.86,85.68,1988.097,1711297,227907,3.64,0.85979617,90.92,79.83,1121355,0.11
Gambia,2007,GMB,4.329906,30.57,45.82,9.61,13.94,0.07,1008.18,85.99,1986.396,1764889,229742,3.35,0.686403,90.98,80.25,1138589,0.097
Gambia,2008,GMB,4.0239334,31.61,45.13,9.56,13.63,0.07,975.01,86.3,2046.1343,1820544,231506,3.06,0.7084214,91.05,80.67,1155267,0.1036
Gambia,2009,GMB,3.866928,32.67,44.42,9.5,13.33,0.07,931.94,86.6,2115.6147,1878124,233272,2.78,0.8801949,91.12,81.09,1171710,0.10664444444444444
Gambia,2010,GMB,3.661351,33.75,43.7,9.44,13.03,0.08,926.96,86.89,2172.1938,1937284,235078,2.5,0.8924976,91.18,81.5,1188078,0.10664444444444444
Gambia,2011,GMB,3.312267,34.83,42.97,9.38,12.74,0.08,907.99,87.18,1934.7279,1998215,236931,2.24,1.0144969,91.25,81.92,1204359,0.10664444444444444
Gambia,2012,GMB,3.2073386,35.94,42.22,9.31,12.45,0.08,875.04,87.46,1974.0941,2061020,238807,1.97,1.1724185,91.31,82.34,1220392,0.10664444444444444
Gambia,2013,GMB,3.111362,37.05,41.45,9.24,12.17,0.09,837.32,87.74,1969.777,2124876,240692,1.72,1.0837651,91.38,82.76,1236059,0.10664444444444444
Gambia,2014,GMB,3.2083063,38.18,40.68,9.16,11.9,0.09,767.52,88.02,1885.1421,2189023,242559,1.47,1.092287,91.45,83.18,1251188,0.10664444444444444
Gambia,2015,GMB,3.088857,39.32,39.89,9.07,11.62,0.09,731.33,88.28,1905.823,2253137,244389,1.23,0.998292,91.51,83.59,1265628,0.1021
Gambia,2016,GMB,3.141554,40.47,39.09,8.99,11.36,0.1,701.67,88.55,1889.1381,2317212,246177,0.99,1.2897681,91.58,84.01,1279311,0.10664444444444444
Gambia,2017,GMB,3.2514646,41.63,38.27,8.89,11.1,0.1,681.09,88.8,1927.0399,2381189,247923,0.76,1.0609789,91.64,84.43,1292186,0.1138
Gambia,2018,GMB,3.0912879,42.8,37.45,8.8,10.84,0.1,647.84,89.05,2012.5908,2444916,249618,0.53,1.0711875,91.71,84.85,1304163,0.10664444444444444
Gambia,2019,GMB,3.0092056,43.98,36.62,8.7,10.59,0.11,625.73,89.3,2083.309,2508882,251258,0.31,1.0413436,91.77,85.27,1315172,0.1073
Georgia,2000,GEO,0.14429326,62.25,31.57,0.84,5.19,0.15,98.16,94.66,4919.232,4265175,232849,1.0,0.82085955,98.91,89.94,1646527,3.8371
Georgia,2001,GEO,0.12967633,62.2,31.71,0.85,5.09,0.15,81.14,94.76,5236.2227,4144485,225261,1.0,1.135403,98.94,90.16,1624172,3.7156
Georgia,2002,GEO,0.0993465,62.28,31.75,0.85,4.97,0.15,68.75,94.88,5572.622,4061127,218102,0.93,1.121983,98.96,90.37,1606447,3.8069
Georgia,2003,GEO,0.07726237,62.51,31.68,0.84,4.82,0.15,54.82,95.03,6230.822,4017826,210750,0.86,1.1470755,98.99,90.59,1589249,3.8267
Georgia,2004,GEO,0.061945256,62.74,31.58,0.85,4.68,0.14,45.44,95.18,6632.8145,3988861,203836,0.79,1.1782179,99.02,90.81,1574614,3.8009
Georgia,2005,GEO,0.0500776,62.97,31.49,0.87,4.54,0.13,34.7,95.32,7315.198,3961183,196908,0.72,1.2053236,99.04,91.02,1559143,3.8164
Georgia,2006,GEO,0.032466337,63.2,31.39,0.88,4.41,0.12,25.64,95.47,8049.9062,3933866,189871,0.64,1.1850181,99.07,91.24,1542006,3.8683
Georgia,2007,GEO,0.03289806,63.42,31.3,0.89,4.27,0.12,21.78,95.61,9109.897,3906476,182848,0.58,1.0932403,99.1,91.46,1524098,3.9027
Georgia,2008,GEO,0.034264706,63.65,31.2,0.9,4.14,0.11,19.75,95.75,9358.614,3879701,175898,0.51,1.5349312,99.13,91.67,1505844,4.0001
Georgia,2009,GEO,0.03251377,63.88,31.11,0.91,4.01,0.1,19.19,95.89,9097.421,3855203,169123,0.44,2.049646,99.15,91.89,1488121,4.2219
Georgia,2010,GEO,0.03380784,64.1,31.01,0.92,3.88,0.09,17.96,96.03,9736.732,3836834,162583,0.38,1.9338282,99.18,92.11,1471517,4.4466
Georgia,2011,GEO,0.03450195,64.33,30.91,0.94,3.75,0.08,17.69,96.17,10541.472,3821667,156250,0.31,1.4011538,99.21,92.32,1455870,4.5004
Georgia,2012,GEO,0.035912868,64.55,30.81,0.95,3.62,0.08,17.64,96.31,11295.754,3804358,150069,0.25,1.5646234,99.23,92.54,1440739,4.4868
Georgia,2013,GEO,0.035852347,64.77,30.71,0.96,3.49,0.07,17.58,96.44,11740.089,3786025,144053,0.19,1.8570979,99.26,92.76,1426277,4.5145
Georgia,2014,GEO,0.03442642,64.99,30.61,0.97,3.36,0.06,18.16,96.58,12254.6455,3774232,138205,0.12,2.181596,99.29,92.97,1412608,4.7754
Georgia,2015,GEO,0.032232784,65.21,30.54,0.95,3.24,0.05,18.82,96.71,12605.14,3771135,132529,0.06,2.6403418,99.31,93.19,1399823,5.0055
Georgia,2016,GEO,0.029956864,65.44,31.01,0.39,3.12,0.05,19.22,96.84,12963.744,3771112,126996,0.0,2.9300146,99.34,93.41,1387799,5.9973
Georgia,2017,GEO,0.028185051,65.66,31.3,0.0,2.99,0.04,18.73,96.97,13589.707,3771904,121594,0.01,2.6267111,99.37,93.62,1376430,6.1297
Georgia,2018,GEO,0.026878638,65.89,31.2,0.0,2.87,0.03,18.63,97.1,14253.409,3772323,116282,0.01,2.8070135,99.39,93.84,1365318,7.1201
Georgia,2019,GEO,0.0257462,66.12,31.1,0.0,2.75,0.03,18.62,97.22,14989.258,3770814,111022,0.01,2.717276,99.42,94.06,1354011,7.0784
Germany,2000,DEU,0.002391208,99.82,0.18,0.0,0.0,0.0,256.17,100.0,42928.18,81551680,0,0.0,7.733003,100.0,100.0,143446,3.2785
Germany,2001,DEU,0.0026635325,99.82,0.18,0.0,0.0,0.0,303.48,100.0,43576.637,81514568,2,0.0,7.7554383,100.0,100.0,143541,3.329
Germany,2002,DEU,0.0031749238,99.82,0.18,0.0,0.0,0.0,348.6,100.0,43417.31,81443424,2,0.0,7.9253182,100.0,100.0,143685,3.36
Germany,2003,DEU,0.0039275144,99.82,0.18,0.0,0.0,0.0,580.99,100.0,43089.473,81346808,2,0.0,8.052424,100.0,100.0,143824,3.3896
Germany,2004,DEU,0.0047852756,99.84,0.16,0.0,0.0,0.0,899.73,100.0,43605.277,81266672,0,0.0,7.7004404,100.0,100.0,134667,3.4104
Germany,2005,DEU,0.005761173,99.85,0.15,0.0,0.0,0.0,1067.37,100.0,43949.29,81212168,0,0.0,7.8034444,100.0,100.0,125387,3.4314
Germany,2006,DEU,0.0068748696,99.86,0.14,0.0,0.0,0.0,1314.26,100.0,45678.082,81177816,2,0.0,7.6594076,100.0,100.0,115996,3.4748
Germany,2007,DEU,0.008114864,99.87,0.13,0.0,0.0,0.0,2018.95,100.0,47100.61,81183832,0,0.0,7.55544,100.0,100.0,106545,3.5287
Germany,2008,DEU,0.009242674,99.88,0.12,0.0,0.0,0.0,2596.38,100.0,47643.223,81217488,0,0.0,7.717682,100.0,100.0,97122,3.5863
Germany,2009,DEU,0.010073623,99.89,0.11,0.0,0.0,0.0,2761.04,100.0,45044.49,81260624,0,0.0,8.502124,100.0,100.0,87795,3.6638
Germany,2010,DEU,0.010643452,99.9,0.1,0.0,0.0,0.0,2929.54,100.0,46999.24,81325088,0,0.0,8.399001,100.0,100.0,78596,3.7567
Germany,2011,DEU,0.010833726,99.91,0.09,0.0,0.0,0.0,4555.85,100.0,49757.926,81423384,0,0.0,8.128016,100.0,100.0,69501,3.8491
Germany,2012,DEU,0.011169106,99.93,0.07,0.0,0.0,0.0,5540.17,100.0,49872.45,81545568,0,0.0,8.188073,100.0,100.0,60465,3.9197
Germany,2013,DEU,0.011455637,99.94,0.06,0.0,0.0,0.0,5946.36,100.0,49954.17,81680592,0,0.0,8.405677,100.0,100.0,51455,4.0087
Germany,2014,DEU,0.011486163,99.95,0.05,0.0,0.0,0.0,5325.45,100.0,50845.527,81858824,0,0.0,8.489529,100.0,100.0,42441,4.0846
Germany,2015,DEU,0.011497266,99.96,0.04,0.0,0.0,0.0,5899.66,100.0,51159.297,82073232,0,0.0,8.607651,100.0,100.0,33387,4.1342
Germany,2016,DEU,0.011135573,99.97,0.03,0.0,0.0,0.0,4953.2,100.0,51879.67,82331432,2,0.0,8.682379,100.0,100.0,24283,4.1944
Germany,2017,DEU,0.010548636,99.98,0.02,0.0,0.0,0.0,4753.12,100.0,53071.457,82624368,2,0.0,8.805286,100.0,100.0,15093,4.2488
Germany,2018,DEU,0.010110417,99.99,0.01,0.0,0.0,0.0,4516.12,100.0,53431.395,82896696,2,0.0,8.881782,100.0,100.0,5799,4.2996
Germany,2019,DEU,0.009733261,99.99,0.01,0.0,0.0,0.0,3830.16,100.0,53874.316,83148144,0,0.0,9.091779,100.0,100.0,5825,3.734121052631579
Ghana,2000,GHA,4.5672255,13.28,50.57,9.97,9.17,17.02,10100.85,73.81,2752.1648,19665506,5048857,21.67,0.77580416,88.93,61.97,16718762,0.10112666666666667
Ghana,2001,GHA,4.135694,13.56,51.16,10.1,8.86,16.33,10420.0,74.82,2787.1257,20195584,4975421,21.48,1.0637132,89.42,63.06,17078541,0.10112666666666667
Ghana,2002,GHA,3.854588,14.52,51.29,10.01,8.55,15.64,10319.37,75.81,2833.5884,20758324,4896656,21.3,0.6973545,89.91,64.15,17307316,0.09
Ghana,2003,GHA,3.656413,15.77,51.12,9.91,8.23,14.96,10988.86,76.8,2901.108,21329520,4813064,21.1,0.8247773,90.4,65.24,17477342,0.10112666666666667
Ghana,2004,GHA,3.42992,17.06,50.92,9.8,7.92,14.29,10696.96,77.79,2982.8875,21906448,4725086,20.91,0.7247185,90.89,66.34,17643291,0.1523
Ghana,2005,GHA,3.1993203,18.38,50.7,9.69,7.61,13.63,10366.55,78.76,3075.9626,22496952,4632995,20.72,1.4698645,91.38,67.43,17806119,0.10112666666666667
Ghana,2006,GHA,3.0674565,19.72,50.45,9.56,7.29,12.98,10242.79,79.73,3187.5764,23098590,4536537,20.52,1.4750189,91.87,68.52,17965806,0.10112666666666667
Ghana,2007,GHA,2.9228163,21.09,50.18,9.42,6.98,12.34,10121.81,80.69,3240.5925,23708328,4434952,20.33,1.6479334,92.36,69.62,18119804,0.0725
Ghana,2008,GHA,2.7887661,22.5,49.88,9.26,6.66,11.7,9745.34,81.64,3447.2747,24326092,4326788,20.13,1.7605153,92.85,70.71,18262549,0.0787
Ghana,2009,GHA,2.739704,23.93,49.55,9.1,6.34,11.08,9392.69,82.58,3523.7893,24950768,4210568,19.94,2.18213,93.34,71.8,18387284,0.0841
Ghana,2010,GHA,2.6732774,25.39,49.2,8.93,6.03,10.46,8998.49,83.51,3709.3958,25574722,4085094,19.74,2.384497,93.83,72.9,18488650,0.0938
Ghana,2011,GHA,2.6448977,26.87,48.82,8.75,5.71,9.85,8672.38,84.44,4128.56,26205940,3950298,19.54,2.3664865,94.32,73.99,18564824,0.0979
Ghana,2012,GHA,2.6166842,28.39,48.42,8.55,5.39,9.25,8322.89,85.36,4402.546,26858760,3806573,19.35,1.9840991,94.81,75.08,18616348,0.0956
Ghana,2013,GHA,2.6406105,29.93,47.99,8.34,5.07,8.67,8252.97,86.27,4610.028,27525586,3654400,19.15,1.8705864,95.3,76.18,18644238,0.1026
Ghana,2014,GHA,2.7020817,31.49,47.54,8.13,4.75,8.09,8132.12,87.16,4628.9014,28196356,3494266,18.95,1.4382982,95.79,77.27,18650170,0.1108
Ghana,2015,GHA,2.736913,33.09,47.07,7.9,4.43,7.52,7878.24,88.06,4616.6196,28870946,3326431,18.75,1.6214004,96.28,78.36,18634969,0.1172
Ghana,2016,GHA,2.6867325,34.7,46.58,7.66,4.1,6.96,7589.9,88.94,4662.011,29554298,3150844,18.56,1.3277072,96.77,79.45,18597944,0.127
Ghana,2017,GHA,2.6534357,36.34,46.06,7.41,3.78,6.41,7246.55,89.81,4929.568,30222266,2967358,18.36,1.0872298,97.27,80.55,18537634,0.092
Ghana,2018,GHA,2.4665933,38.01,45.52,7.14,3.46,5.87,6779.42,90.67,5125.2495,30870648,2775878,18.17,1.3764844,97.76,81.64,18452913,0.096
Ghana,2019,GHA,2.3585663,39.7,44.96,6.87,3.14,5.33,6538.12,91.53,5345.9414,31522294,2576349,17.97,1.3756671,98.25,82.73,18342607,0.1064
Greece,2000,GRC,0.00036503555,98.77,0.89,0.0,0.34,0.0,0.0,99.66,29133.84,11038112,38120,0.71,4.463803,99.94,98.91,136221,4.2637
Greece,2001,GRC,0.00037466054,98.8,0.89,0.0,0.32,0.0,2.17,99.68,30180.227,11072182,35258,0.65,5.0488243,99.94,98.99,133849,4.3059
Greece,2002,GRC,0.00039807564,98.83,0.89,0.0,0.29,0.0,1.14,99.71,31249.396,11096620,32199,0.6,4.977953,99.95,99.07,131243,4.5024
Greece,2003,GRC,0.00041191952,98.85,0.89,0.0,0.26,0.0,1.15,99.74,32981.35,11110488,29152,0.54,5.0579944,99.95,99.15,128548,4.6551
Greece,2004,GRC,0.00043517406,98.95,0.82,0.0,0.23,0.0,0.0,99.77,34564.91,11115089,26106,0.36,4.7450953,99.96,99.23,118512,4.8013
Greece,2005,GRC,0.0004339203,99.04,0.76,0.0,0.21,0.0,0.0,99.79,34670.184,11113450,23067,0.32,5.2102385,99.96,99.31,108257,4.9494
Greece,2006,GRC,0.00043310056,99.13,0.7,0.0,0.18,0.0,1.08,99.82,36520.047,11106097,20046,0.28,5.0880933,99.96,99.39,97826,5.3284
Greece,2007,GRC,0.00043994823,99.21,0.63,0.0,0.15,0.0,0.0,99.85,37619.66,11091491,17074,0.24,5.3189893,99.97,99.47,87330,5.594
Greece,2008,GRC,0.0004702132,99.3,0.57,0.0,0.13,0.0,0.0,99.87,37394.17,11073621,14179,0.2,5.767585,99.97,99.55,76903,5.7285
Greece,2009,GRC,0.000490149,99.39,0.5,0.0,0.1,0.0,0.0,99.9,35691.945,11055503,11387,0.16,6.4268646,99.98,99.64,66673,5.8695
Greece,2010,GRC,0.0005286443,99.48,0.44,0.0,0.08,0.0,0.0,99.92,33693.21,11033784,8702,0.13,6.612499,99.98,99.72,56690,5.8812
Greece,2011,GRC,0.000568501,99.57,0.38,0.0,0.06,0.0,0.0,99.94,30318.404,11004730,6120,0.09,6.0402775,99.99,99.8,46947,5.9234
Greece,2012,GRC,0.0006192913,99.65,0.31,0.0,0.03,0.0,1.13,99.97,28322.572,10963633,3628,0.06,5.67586,99.99,99.88,37399,5.9213
Greece,2013,GRC,0.00071092247,99.74,0.25,0.0,0.01,0.0,12.58,99.99,27810.912,10914501,1216,0.0,5.1061583,100.0,99.96,28006,5.9342
Greece,2014,GRC,0.0008671092,99.81,0.19,0.0,0.0,0.0,39.37,100.0,28129.96,10862972,0,0.0,4.5061884,100.0,100.0,19860,5.9717
Greece,2015,GRC,0.00093225535,99.88,0.12,0.0,0.0,0.0,37.83,100.0,28260.387,10806644,0,0.0,4.588087,100.0,100.0,12973,5.9914
Greece,2016,GRC,0.0010108631,99.94,0.06,0.0,0.0,0.0,53.52,100.0,28239.92,10749742,0,0.0,4.3370886,100.0,100.0,6138,6.2149
Greece,2017,GRC,0.00090342754,100.0,0.0,0.0,0.0,0.0,72.47,100.0,28604.861,10692230,0,0.0,4.2221794,100.0,100.0,0,6.1725
Greece,2018,GRC,0.0008615605,100.0,0.0,0.0,0.0,0.0,79.03,100.0,29141.174,10633275,0,0.0,4.111652,100.0,100.0,0,6.2262
Greece,2019,GRC,0.0008239846,100.0,0.0,0.0,0.0,0.0,94.9,100.0,29721.586,10574026,0,0.0,3.7720237,100.0,100.0,0,5.486052631578948
Guatemala,2000,GTM,4.08703,46.78,39.64,0.47,9.75,3.37,5273.11,86.88,6499.8833,11735893,1528379,13.61,1.9127058,95.58,79.67,6201097,0.5129333333333334
Guatemala,2001,GTM,4.0260324,47.26,39.56,0.5,9.4,3.28,5094.21,87.32,6493.6064,12009197,1511825,12.98,1.9815173,95.7,80.28,6289076,0.5129333333333334
Guatemala,2002,GTM,3.958863,47.75,39.48,0.53,9.05,3.19,4860.66,87.76,6589.7373,12289867,1494436,12.35,1.9447207,95.81,80.9,6379146,0.5129333333333334
Guatemala,2003,GTM,3.8454282,48.24,39.39,0.57,8.7,3.11,4727.91,88.19,6612.67,12570507,1476328,11.73,2.0414345,95.93,81.51,6470637,0.5129333333333334
Guatemala,2004,GTM,3.6470938,48.72,39.29,0.6,8.36,3.02,4548.43,88.62,6676.7046,12852433,1456925,11.13,2.023834,96.04,82.13,6561791,0.5129333333333334
Guatemala,2005,GTM,3.3543215,49.21,39.19,0.63,8.02,2.94,4479.29,89.04,6753.6826,13132818,1435699,10.52,1.8811569,96.16,82.74,6651134,0.5129333333333334
Guatemala,2006,GTM,3.192183,49.7,39.09,0.67,7.69,2.86,4206.27,89.46,6972.382,13412401,1412545,9.92,2.0666072,96.27,83.36,6738200,0.5129333333333334
Guatemala,2007,GTM,3.058819,50.2,38.97,0.7,7.35,2.77,3816.81,89.87,7269.206,13696609,1387490,9.33,1.978864,96.39,83.97,6823120,0.5129333333333334
Guatemala,2008,GTM,2.9255633,50.69,38.86,0.73,7.02,2.69,3629.86,90.29,7365.2803,13979451,1360582,8.74,2.0541778,96.51,84.59,6906074,0.5129333333333334
Guatemala,2009,GTM,2.717759,51.19,38.74,0.77,6.69,2.61,3494.42,90.7,7262.5,14259415,1331950,8.15,2.2597845,96.62,85.2,6987537,0.9039
Guatemala,2010,GTM,2.5741029,51.69,38.61,0.8,6.37,2.53,3240.28,91.1,7335.989,14543126,1301563,7.57,2.0614166,96.74,85.82,7067614,0.5129333333333334
Guatemala,2011,GTM,2.4414783,52.2,38.48,0.84,6.04,2.45,3006.5,91.51,7503.675,14833458,1269435,7.0,1.9935036,96.85,86.43,7146233,0.5129333333333334
Guatemala,2012,GTM,2.3302484,52.7,38.34,0.87,5.72,2.37,2865.3,91.91,7590.7554,15128307,1235463,6.43,2.0262334,96.97,87.05,7222969,0.5129333333333334
Guatemala,2013,GTM,2.2248,53.21,38.2,0.9,5.4,2.29,2800.53,92.31,7734.1177,15422663,1199431,5.86,2.2148538,97.08,87.66,7297143,0.5129333333333334
Guatemala,2014,GTM,2.143343,53.73,38.05,0.94,5.08,2.21,2793.8,92.71,7939.3745,15713744,1161297,5.3,2.2379632,97.2,88.28,7368322,0.5129333333333334
Guatemala,2015,GTM,2.0690901,54.25,37.89,0.97,4.77,2.13,2754.35,93.1,8125.656,16001105,1121013,4.74,2.2782013,97.32,88.89,7436060,0.5129333333333334
Guatemala,2016,GTM,2.0320702,54.77,37.72,1.0,4.45,2.05,2690.0,93.5,8206.048,16291004,1078634,4.19,2.2876227,97.43,89.51,7500222,0.5129333333333334
Guatemala,2017,GTM,1.9593289,55.04,37.82,1.03,4.14,1.98,2619.35,93.89,8322.217,16578718,1034157,3.64,2.2005887,97.55,90.12,7605612,0.28
Guatemala,2018,GTM,1.916277,55.3,37.94,1.03,3.83,1.9,2626.56,94.27,8469.115,16850176,987609,3.09,2.2052352,97.66,90.74,7709511,0.3549
Guatemala,2019,GTM,1.8818561,55.57,38.06,1.03,3.52,1.82,2617.35,94.66,8671.703,17106338,939050,2.56,2.386817,97.78,91.35,7811884,0.5129333333333334
Guinea-Bissau,2000,GNB,9.027828,17.59,38.4,2.33,38.88,2.8,1998.65,58.33,1681.4062,1230855,500615,36.27,3.1487017,78.95,46.6,989970,0.11263333333333332
Guinea-Bissau,2001,GNB,8.9098215,17.92,38.34,2.79,38.28,2.66,2088.88,59.06,1681.956,1257390,502368,34.86,2.8878412,79.54,47.23,1007170,0.11263333333333332
Guinea-Bissau,2002,GNB,8.766834,18.26,38.27,3.26,37.68,2.53,1919.99,59.79,1628.7303,1285682,504357,33.45,1.7342999,80.12,47.85,1025443,0.11263333333333332
Guinea-Bissau,2003,GNB,8.584202,18.59,38.19,3.75,37.07,2.4,1437.57,60.53,1600.6709,1315670,506535,32.06,2.24631,80.71,48.48,1044740,0.11263333333333332
Guinea-Bissau,2004,GNB,8.385205,18.92,38.09,4.25,36.47,2.27,1442.97,61.26,1606.5822,1347012,508809,30.69,3.2225468,81.29,49.11,1064926,0.1431
Guinea-Bissau,2005,GNB,8.857051,19.26,37.98,4.76,35.87,2.14,1782.09,62.0,1635.4143,1379714,511116,29.32,2.6890204,81.88,49.73,1085910,0.11263333333333332
Guinea-Bissau,2006,GNB,7.9725924,19.6,37.86,5.28,35.26,2.01,1711.1,62.73,1632.5051,1414094,513405,27.97,2.4877682,82.46,50.36,1107642,0.11263333333333332
Guinea-Bissau,2007,GNB,8.293604,19.93,37.72,5.82,34.65,1.88,1654.14,63.47,1643.377,1450574,515693,26.62,2.5295365,83.04,50.98,1130198,0.11263333333333332
Guinea-Bissau,2008,GNB,8.521972,20.27,37.57,6.37,34.04,1.76,1594.38,64.2,1652.8844,1488437,517989,25.29,2.214018,83.63,51.61,1153655,0.0539
Guinea-Bissau,2009,GNB,7.778107,20.61,37.4,6.93,33.43,1.63,1507.09,64.94,1665.2008,1527207,520328,23.98,2.667252,84.21,52.23,1178141,0.0836
